daf,amud,entry_letter,local_letters,raw_text,text,url
61,a,יז,ד ג,"מיי' פ""ט מהל' ר""ח כתוב טומאת מת הל""י:","רמב""ם פרק ט מהלכות ר""ח כתוב טומאת מת הלכה י",
61,a,יח,ה,דמשלחפי שלחופי שמתפרדות זו מזו:,"רמב""ם דמשלחפי שלחופי שמתפרדות זו מזו",
61,a,יט,ו,"מיי' פ""ד מהל' משכב קשה לא בלע מים שבהסדינין ומקום ומושב הלי""ב סמג לאוין דגרסינן קיא:","רמב""ם פרק ד מהלכות משכב קשה לא בלע מים שבהסדינין ומקום ומושב הלכה יב
סמג לאוין דגרסינן קיא","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%A7%D7%A9%D7%94_%D7%9C%D7%90_%D7%91%D7%9C%D7%A2_%D7%9E%D7%99%D7%9D_%D7%A9%D7%91%D7%94%D7%A1%D7%93%D7%99%D7%A0%D7%99%D7%9F_%D7%95%D7%9E%D7%A7%D7%95%D7%9D_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%99%D7%91
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%93%D7%92%D7%A8%D7%A1%D7%99%D7%A0%D7%9F"
61,b,כ,א,"מיי' פ""ד מהל' ומושב הלי""ב סמג קיא:","רמב""ם פרק ד מהלכות ומושב הלכה יב
סמג קיא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%99%D7%91
61,b,כא,ב,"כז )וע' בהשגות סמג לאוין פג טוש""ע יו""ד שא סעי' ח ]וברב אלפס פ""א קפח:","רמב""ם כז )וע' בהשגות
סמג לאוין פג
טור שולחן ערוך יורה דעה שא סעיף ח וברב אלפס פרק א קפח",https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A4%D7%92
61,b,כב,ד ג,שם סעי' ז:,"רמב""ם שם סעיף ז",
61,b,כג,ה,"מיי' שם הל' כז יו""ד סי' שב סעיף א[ :","רמב""ם פרק ד מהלכות ומושב הלכה כז יורה דעה סימן שב סעיף א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%9B%D7%96
61,b,כד,ו,"מיי' פ""ט מהל' ביאה הל""ז )ועי' ובכ""מ( סמג לאוין קיא יו""ד סי' קצ סעי' י:","רמב""ם פרק ט מהלכות ביאה הלכה ז )ועי' ובכ""מ(
סמג לאוין קיא יורה דעה סימן קצ סעיף י","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%96
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90"
61,b,כה,ז,"מיי' פ""ה מהל' הלט""ו סמג עשין מד""ס","רמב""ם פרק ה מהלכות הלכה טו
סמג עשין מד""ס","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%98%D7%95_%D7%94_%D7%98%D7%95
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%9E%D7%93%22%D7%A1"
61,b,כו,ח,"מיי' פ""ט מהל' ביאה הל' לו לז ופ""ד משכב ומושב הלי""ג סמג","רמב""ם פרק ט מהלכות ביאה הלכה לו לז
רמב""ם פרק ד מהלכות ביאה משכב ומושב הלכה יג
סמג ","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%9C%D7%95
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%99%D7%92"
62,a,כז,א,"דהתנן מיי' פ""ד מהל' מטמאי משכב ומושב הלכה יג:","רמב""ם דהתנן רמב""ם פרק ד מהלכות מטמאי משכב ומושב הלכה יג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%99%D7%92
62,a,כח,ב,"מיי' פ""ט מהל' איסורי דשבת ביאה הל' לח סמג לאוין קיא וסמג עשין רמג:","רמב""ם פרק ט מהלכות איסורי דשבת ביאה הלכה לח
סמג לאוין קיא וסמג עשין רמג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%93%D7%A9%D7%91%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%9C%D7%97
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A8%D7%9E%D7%92"
62,a,כט,ג,מיי' שם הל' לז:,"רמב""ם פרק ט מהלכות איסורי דשבת ביאה הלכה לז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%93%D7%A9%D7%91%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%9C%D7%96
62,a,ל,ו ה ד,"מיי' פ""ד מהל' דרבנן מטמאי משכב ומושב הלכה יד:","רמב""ם פרק ד מהלכות דרבנן מטמאי משכב ומושב הלכה יד",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%93%D7%A8%D7%91%D7%A0%D7%9F_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%99%D7%93
62,b,לא,א,"מיי' פ""ד מטמאי משכב הלכה יא:","רמב""ם פרק ד מהלכות דרבנן מטמאי משכב ומושב מטמאי משכב הלכה יא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%93%D7%A8%D7%91%D7%A0%D7%9F_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%93_%D7%99%D7%90
62,b,לב,ג ב,"הל""ו:","רמב""ם הלכה ו",
62,b,לג,ה ד,"מיי' פ""ד טומאת מת הלי""א:","רמב""ם פרק ד מהלכות דרבנן מטמאי משכב ומושב טומאת מת הלכה יא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%93%D7%A8%D7%91%D7%A0%D7%9F_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%95%D7%9E%D7%90%D7%AA_%D7%9E%D7%AA_%D7%93_%D7%99%D7%90
62,b,לד,ז ו,מיי' שם,"רמב""ם פרק ד מהלכות דרבנן מטמאי משכב ומושב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%93%D7%A8%D7%91%D7%A0%D7%9F_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93
62,b,לה,ח,"הל""ו:","רמב""ם הלכה ו",
63,a,לו,זו ה ד ג ב א,"ידי הדחק מיי' פ""ט מהל' איסורי ביאה הל' אפילו לח:","רמב""ם ידי הדחק רמב""ם פרק ט מהלכות איסורי ביאה הלכה אפילו לח",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%90%D7%A4%D7%99%D7%9C%D7%95
63,a,לז,י ט ח,מיי' שם הלכה לז ולחומרא:,"רמב""ם פרק ט מהלכות איסורי ביאה הלכה לז ולחומרא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%9C%D7%96
63,a,לח,כ,"מיי' שם הל""ד ופ""ד לצאת מהל' משכב ומושב טהורה אבל יכול לצאת על ידי הדחק הל""ז:","רמב""ם פרק ט מהלכות איסורי ביאה הלכה ד
רמב""ם פרק ד לצאת מהלכות משכב ומושב טהורה אבל יכול לצאת על ידי הדחק הלכה ז","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%93
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8%D7%94_%D7%90%D7%91%D7%9C_%D7%99%D7%9B%D7%95%D7%9C_%D7%9C%D7%A6%D7%90%D7%AA_%D7%A2%D7%9C_%D7%99%D7%93%D7%99_%D7%94%D7%93%D7%97%D7%A7_%D7%93_%D7%96"
63,a,לט,מ ל,"מיי' שם פ""ח הל""ב טמאה ולר' יוחנן דמפרש כדמשני רב ופ""ג מהל' משכב ומושב מתכבסת הל""ו סמג לאוין קיא טוש""ע יו""ד סי' קפט סעי' יט:","רמב""ם פרק ח מהלכות משכב ומושב טהורה אבל יכול לצאת על ידי הדחק הלכה ב טמאה ולר' יוחנן דמפרש כדמשני רב
רמב""ם פרק ג מהלכות משכב ומושב מתכבסת הלכה ו
סמג לאוין קיא
טור שולחן ערוך יורה דעה סימן קפט סעיף יט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8%D7%94_%D7%90%D7%91%D7%9C_%D7%99%D7%9B%D7%95%D7%9C_%D7%9C%D7%A6%D7%90%D7%AA_%D7%A2%D7%9C_%D7%99%D7%93%D7%99_%D7%94%D7%93%D7%97%D7%A7_%D7%97_%D7%91
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%AA%D7%9B%D7%91%D7%A1%D7%AA_%D7%92_%D7%95
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98_%D7%99%D7%98"
63,b,מ,א,"מיי' פ""א ביאה הל""ב וע""ש סמג לאוין קיא טוש""ע סי' קפט סעי' יט:","רמב""ם פרק א מהלכות משכב ומושב מתכבסת ביאה הלכה ב ועיין שם
סמג לאוין קיא
טור שולחן ערוך סימן קפט סעיף יט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%AA%D7%9B%D7%91%D7%A1%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%90_%D7%91
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90"
63,b,מא,ב,"טוש""ע שם סעי' בהגה""ה:",טור שולחן ערוך שם סעיף בהגהה,
63,b,מב,ג,"ומושב הל""ו סמג טוש""ע שם סעיף כד:","רמב""ם ומושב הלכה ו
סמג 
טור שולחן ערוך שם סעיף כד",
63,b,מג,ה ד ו,"מיי' פ""ח איסורי ביאה הל' וע""ש סמג שם טוש""ע סי' קפד סעיף ב:","רמב""ם פרק ח מהלכות משכב ומושב מתכבסת איסורי ביאה הלכה ועיין שם
סמג שם
טור שולחן ערוך סימן קפד סעיף ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%AA%D7%9B%D7%91%D7%A1%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%95%D7%A2%D7%99%D7%99%D7%9F
63,b,מד,ז,"טוש""ע שם סימן סעיף יד:",טור שולחן ערוך שם סימן סעיף יד,
63,b,מה,ח,"מיי' שם טוש""ע סעי' ב:","רמב""ם פרק ח מהלכות משכב ומושב מתכבסת
טור שולחן ערוך סעיף ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%AA%D7%9B%D7%91%D7%A1%D7%AA_%D7%97
64,a,מו,א,"בכי מיי' פ""ח מהל' איסורי ביאה הל""ו ועיין במ""מ באחד סמג לאוין קיא טוש""ע יו""ד דחזאי סי' קפט סעיף ה וסעי' ז:","רמב""ם בכי רמב""ם פרק ח מהלכות איסורי ביאה הלכה ו ועיין במגיד משנה באחד
סמג לאוין קיא
טור שולחן ערוך יורה דעה דחזאי סימן קפט סעיף ה וסעיף ז","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%95
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98_%D7%94"
64,a,מז,ב,"מיי' פכ""א שם הל' לא ואין סמג לאוין קכו טוש""ע הימים שבין ראייה לראייה שוין מ""מ אה""ע סי' ט סעיף א:","רמב""ם פרק כא מהלכות איסורי ביאה הלכה לא ואין
סמג לאוין קכו
טור שולחן ערוך הימים שבין ראייה לראייה שוין מגיד משנה אבן העזר סימן ט סעיף א","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%9B%D7%90_%D7%9C%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%9B%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%98_%D7%90"
64,a,מח,ג ד,"קביעות החדש גורם והיכא דבראשונה מיי' שם פ""ח הל' ז סמג שם:","רמב""ם קביעות החדש גורם והיכא דבראשונה רמב""ם שם פרק ח הלכה ז
סמג לאוין קכו",https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%9B%D7%95
64,a,מט,ו ה,"מיי' שם הל""ז והל""ח שתשלש טוש""ע יו""ד סי' קפט ושניה סעי' ב:","רמב""ם פרק כא מהלכות איסורי ביאה הלכה ז והל""ח שתשלש
טור שולחן ערוך יורה דעה סימן קפט ושניה סעיף ב","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%9B%D7%90_%D7%96
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98_%D7%91"
64,a,נ,ז,"טוש""ע שם סעיף יד:",טור שולחן ערוך שם סעיף יד,
64,b,א,א,"ביאה הלי""ח ]והל' ופי""א שם הל""ח סמג קיא טוש""ע יו""ד סי' ]וסי' קפ""ז סעיף יג[ אה""ע סי' סג סעי' א:","רמב""ם ביאה הלכה יח והל'
רמב""ם פרק יא מהלכות איסורי ביאה הלכה ח
סמג קיא
טור שולחן ערוך יורה דעה סימן וסימן קפ""ז סעיף יג אבן העזר סימן סג סעיף א","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%99%D7%90_%D7%97
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%95%D7%A1%D7%99%D7%9E%D7%9F_%D7%99%D7%92
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A1%D7%92_%D7%90"
64,b,ב,ב,"מיי' פ""ה שם","רמב""ם פרק ה פרק יא מהלכות איסורי ביאה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%94
64,b,ג,ג,"מיי' שם פ""ה בהשגות ובמ""מ:","רמב""ם פרק ה מהלכות איסורי ביאה בהשגות ובמגיד משנה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%95%D7%91%D7%9E%D7%92%D7%99%D7%93_%D7%9E%D7%A9%D7%A0%D7%94_%D7%94
64,b,ד,ד ה,"מיי' שם ]מיי' שם הלכ""ד[:","רמב""ם שם רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכ""ד",
64,b,ה,ו,מיי' שם הל',"רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%94
64,b,ו,ז,"מיי' שם הלי""ט:","רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכה יט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%94_%D7%99%D7%98
64,b,ז,ח ט,"טוש""ע אה""ע סי' סעי' א:",טור שולחן ערוך אבן העזר סימן סעיף א,https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%A1%D7%A2%D7%99%D7%A3
64,b,ח,י,"מיי' שם הל' כה אלפס שבועות פ""ב רצ.[:","רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכה כה אלפס שבועות פרק ב רצ.",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%94_%D7%9B%D7%94
64,b,ט,כ,מיי' שם הל',"רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%94
64,b,י,ל,"מיי' שם הל""כ:","רמב""ם פרק ה מהלכות איסורי ביאה בהשגות הלכה כ",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%94_%D7%9B
65,a,יא,א,"קדושין מיי' פ""ב מהל' אישות הל""ב סמג עשין מח נמי טוש""ע יו""ד סי' רלד סעי' א מיהו נראה דאי לאו בלבד מצינו לפרושי בהג""ה:","רמב""ם קדושין רמב""ם פרק ב מהלכות אישות הלכה ב
סמג עשין מח נמי
טור שולחן ערוך יורה דעה סימן רלד סעיף א מיהו נראה דאי לאו בלבד מצינו לפרושי בהגהה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A9%D7%95%D7%AA_%D7%91_%D7%91
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%9E%D7%97
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A8%D7%9C%D7%93_%D7%90"
65,a,יב,ב,"מיי' פ""ה מהל' איסורי הכי אין שיעור הקטן שבין נערות לבגרות אלא ו' חדשים והוה משמע ביאה הל' כב:","רמב""ם פרק ה מהלכות איסורי הכי אין שיעור הקטן שבין נערות לבגרות אלא ו' חדשים והוה משמע ביאה הלכה כב",
65,b,יד,א,"לאוין קמא טוש""ע יו""ד קלח סעי' ו:","רמב""ם לאוין קמא
טור שולחן ערוך יורה דעה קלח סעיף ו",
65,b,טו,ב,"מיי' שם ופי""א טומאת אוכלין סמג שם טוש""ע שם:","רמב""ם פרק ה מהלכות איסורי הכי אין שיעור הקטן שבין נערות לבגרות אלא
רמב""ם פרק יא מהלכות איסורי הכי אין שיעור הקטן שבין נערות לבגרות אלא טומאת אוכלין
סמג עשין מח נמי
טור שולחן ערוך יורה דעה סימן רלד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%94%D7%9B%D7%99_%D7%90%D7%99%D7%9F_%D7%A9%D7%99%D7%A2%D7%95%D7%A8_%D7%94%D7%A7%D7%98%D7%9F_%D7%A9%D7%91%D7%99%D7%9F_%D7%A0%D7%A2%D7%A8%D7%95%D7%AA_%D7%9C%D7%91%D7%92%D7%A8%D7%95%D7%AA_%D7%90%D7%9C%D7%90_%D7%94
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%94%D7%9B%D7%99_%D7%90%D7%99%D7%9F_%D7%A9%D7%99%D7%A2%D7%95%D7%A8_%D7%94%D7%A7%D7%98%D7%9F_%D7%A9%D7%91%D7%99%D7%9F_%D7%A0%D7%A2%D7%A8%D7%95%D7%AA_%D7%9C%D7%91%D7%92%D7%A8%D7%95%D7%AA_%D7%90%D7%9C%D7%90_%D7%98%D7%95%D7%9E%D7%90%D7%AA_%D7%90%D7%95%D7%9B%D7%9C%D7%99%D7%9F_%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%9E%D7%97
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A8%D7%9C%D7%93"
